Stocks,Date,Party,Category,Transaction Type,Quantity,Value Traded (₹),Holdings change(%),Average Trade Price(₹)
"KBC Global Ltd","2024-07-05","ACHINTYA SECURITIES PRIVATE LIMITED","Bulk","sell","9097726","19560110.9","1.3666858160168478","2.15"
"Divine Power Energy Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","63000","8273160","0.3992628214065712","131.32"
"Data Patterns (India) Ltd","2024-07-05","AAKRAYA RESEARCH LLP","Bulk","sell","283734","981007467.66","0.5068129413975633","3457.49"
"CMM Infraprojects Ltd","2024-07-05","DEVDHAR JAIN","Bulk","buy","90000","202500",,"2.25"
"Bhansali Engg Polymers Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1529500","233416995.00000003","0.6146063911188714","152.61"
"Bhansali Engg Polymers Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","1529500","233585240","0.6146063911188714","152.72"
"Bajaj Healthcare Ltd","2024-07-05","PARTH INFIN BROKERS PVT LTD","Bulk","sell","315109","105526853.00999999","1.1417654646646183","334.89"
"Bajaj Healthcare Ltd","2024-07-05","MAA SHARDA DISTRIBUTORS PRIVATE LIMITED","Bulk","sell","1000000","316950000","3.6233984578816165","316.95"
"Bajaj Healthcare Ltd","2024-07-05","QE SECURITIES LLP","Bulk","sell","143212","49542759.28","0.518914139950142","345.94"
"Trucap Finance Ltd","2024-07-05","SHYAM JI TRADING","Bulk","sell","1997653","99323307.16","1.7189329103553461","49.72"
"Trucap Finance Ltd","2024-07-05","IND SWIFT LABORATORIES LIMITED","Bulk","buy","3723695","185961328.29999998","3.2041510130266118","49.94"
"Trucap Finance Ltd","2024-07-05","SHYAM JI TRADING","Bulk","buy","1997653","98923776.56","1.7189329103553461","49.52"
"Trucap Finance Ltd","2024-07-05","QE SECURITIES LLP","Bulk","buy","923456","46043516.16","0.7946119319346786","49.86"
"Tci Finance Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","75000","1318499.9999999998","0.5826377221568503","17.58"
"Tirupati Tyres Ltd","2024-07-05","AVANCE VENTURES PRIVATE LIMITED","Bulk","buy","250000","5630000","1.0227667887168368","22.52"
"Sun Retail Ltd","2024-07-05","KAMLESH NAVINCHANDRA SHAH","Bulk","buy","912000","994080.0000000001","0.5877500515570221","1.09"
"Sudarshan Pharma Industries Ltd","2024-07-05","SHERWOOD SECURITIES PVT LTD","Bulk","buy","1600","130959.99999999999","0.006648414828840508","81.85"
"Rudra Ecovation Ltd","2024-07-05","ANIL VISHANJI DEDHIA","Bulk","buy","500000","36190000","0.5797101449275363","72.38"
"Remedium Lifecare Ltd","2024-07-05","JITESHKUMAR SHASHIKANTBHAI TIKADIYA","Bulk","sell","1353295","28337997.3","13.425545634920635","20.94"
"Ontic Finserve Ltd","2024-07-05","ASHISH N SHAH","Bulk","sell","511349","317036.38","5.6814661733497775","0.62"
"NCL Research and Financial Services Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","20000000","26400000","1.8685860782862824","1.32"
"Mini Diamonds (India) Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","24896","2015580.16","0.7216231884057972","80.96"
"Milestone Furniture Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","84000","638400","0.9035172636334301","7.6"
"Khoobsurat Ltd","2024-07-05","RATHOD MANOJ CHHAGANLAL HUF","Bulk","sell","3154903","4353766.14","1.8535647832749496","1.38"
"G G Engineering Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","7500278","20400756.16","1.7591419768764465","2.72"
"G G Engineering Ltd","2024-07-05","SILONI UPPAL","Bulk","buy","8010286","21307360.76","1.8787610738409595","2.66"
"G G Engineering Ltd","2024-07-05","SILONI UPPAL","Bulk","sell","8010286","21227257.9","1.8787610738409595","2.65"
"G G Engineering Ltd","2024-07-05","SETU SECURITIES PVT. LTD.","Bulk","sell","13408520","36605259.6","3.144882147006734","2.73"
"Esaar (India) Ltd","2024-07-05","JIGNA V DESAI","Bulk","sell","105003","695119.86","0.5136504830622478","6.62"
"Biogen Pharmachem Industries Ltd","2024-07-05","JAI VINAYAK SECURITIES","Bulk","sell","3620035","6154059.5","0.5547070730597315","1.7"
"Aryan Share & Stock Brokers Ltd","2024-07-05","ZUBER TRADING LLP","Bulk","sell","20535","409878.60000000003","0.6845","19.96"
"HCL Technologies Ltd","2024-07-05","HCL Technologies Stock Options Trust","Insider - Designated Person","sell","112877","171911671","0.004159577398345253","1523"
"Veer Global Infraconstruction Ltd","2024-07-05","NISHITA CHANDRAKANT PARIKH","Insider - Promoter Group","buy","2200","195700","0.013544910614654288","88.95454545454545"
"Tirupati Tyres Ltd","2024-07-05","INTERTICK DEVELOPERS PRIVATE LIMITED","Bulk","buy","250000","5710000","1.0227667887168368","22.84"
"Cigniti Technologies Ltd","2024-07-05","SAPNA PENNAM","Insider - Promoter Group","sell","1377348","1926221178","5.05319760726059","1398.5"
"Kronox Lab Sciences Ltd","2024-07-05","QE SECURITIES LLP","Bulk","sell","211684","35150128.2","0.5705153083225528","166.05"
"KBC Global Ltd","2024-07-05","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","sell","6821172","14801943.24","1.0246955141330123","2.17"
"KBC Global Ltd","2024-07-05","ACHINTYA SECURITIES PRIVATE LIMITED","Bulk","buy","9865669","21211188.349999998","1.482048358877495","2.15"
"KBC Global Ltd","2024-07-05","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","buy","7851650","16409948.499999998","1.179496798137104","2.09"
"Ircon International Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","7930255","2384310468.3","0.8431815562123891","300.66"
"Ircon International Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","7930255","2382486509.65","0.8431815562123891","300.43"
"Ircon International Ltd","2024-07-05","HRTI PRIVATE LIMITED","Bulk","buy","4847981","1462684347.51","0.5154598640356576","301.71"
"HFCL Ltd","2024-07-05","HRTI PRIVATE LIMITED","Bulk","buy","6023078","772760907.4000001","0.4376040755214467","128.3"
"Globe Textiles (India) Ltd","2024-07-05","SANTOSH SITARAM GOENKA","Bulk","sell","2986470","11826421.2","1.6219254132604841","3.96"
"Globe Textiles (India) Ltd","2024-07-05","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","buy","1825403","7192087.82","0.9913602062441369","3.94"
"Globe Textiles (India) Ltd","2024-07-05","PRASHANT GUPTA","Bulk","buy","2000000","7920000","1.0861822909726093","3.96"
"delaPlex Ltd","2024-07-05","MAYURI SHRIPAL VORA","Bulk","buy","49200","15330720.000000002","0.6730506155950753","311.6"
"DEE Development Engineers Ltd","2024-07-05","MATHISYS ADVISORS LLP","Bulk","buy","370022","138421529.98","3.4907735849056603","374.09"
"Trucap Finance Ltd","2024-07-05","IND SWIFT LABORATORIES LIMITED","Bulk","sell","2670588","132567988.32000001","2.2979774781706648","49.64"
"Trucap Finance Ltd","2024-07-05","HRTI PRIVATE LIMITED","Bulk","sell","2063334","102465166.44","1.775449849225635","49.66"
"Trucap Finance Ltd","2024-07-05","QE SECURITIES LLP","Bulk","sell","1002981","49737827.79000001","0.8630413036503914","49.59"
"Trucap Finance Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","842822","41997820.26","0.7252282920865203","49.83"
"Trucap Finance Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","842822","42048389.58","0.7252282920865203","49.89"
"Trucap Finance Ltd","2024-07-05","HRTI PRIVATE LIMITED","Bulk","buy","1836021","91397125.38","1.5798524173134838","49.78"
"Tourism Finance Corporation of India Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","488005","102803133.3","0.539993118256573","210.66"
"Sylvan Plyboard (India) Ltd","2024-07-05","VISHAL BIPINKUMAR DOSHI","Bulk","sell","100000","7372000","0.7171264827889824","73.72"
"Sundaram Multi Pap Ltd","2024-07-05","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","sell","589505","2222433.85","0.12440022165800123","3.77"
"Sundaram Multi Pap Ltd","2024-07-05","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","buy","2804892","9789073.08","0.5919019966357443","3.49"
"BEML Ltd","2024-07-05","AAKRAYA RESEARCH LLP","Bulk","sell","218238","1132284215.4","0.520854415274463","5188.3"
"Bajaj Healthcare Ltd","2024-07-05","SAROJ GUPTA","Bulk","buy","484472","157700480.72","1.7554350976868225","325.51"
"Bajaj Healthcare Ltd","2024-07-05","HRTI PRIVATE LIMITED","Bulk","buy","194534","66024839.599999994","0.7048741956055423","339.4"
"Railtel Corporation of India Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","2681785","1373905273.35","0.8356073755921646","512.31"
"Prakash Pipes Ltd","2024-07-05","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","137517","69231558.48","0.5749434095673975","503.44"
"Morepen Laboratories Ltd","2024-07-05","HRTI PRIVATE LIMITED","Bulk","sell","2345280","136636012.79999998","0.458807427625245","58.26"
"Morepen Laboratories Ltd","2024-07-05","HRTI PRIVATE LIMITED","Bulk","buy","2764098","161478605.16","0.5407408467577792","58.42"
"Mason Infratech Ltd","2024-07-05","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","160000","17939200","1.6","112.12"
"ITCONS e-Solutions Ltd","2024-07-05","VEDANSH  MEHTA","Bulk","buy","26000","4385160","0.5170295617617663","168.66"
"IFL Enterprises Ltd","2024-07-05","ANKIT MAHENDRABHAI PARLESHA","Bulk","sell","2924398","4298865.06","1.1693545355118917","1.47"
"G G Engineering Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","3352020","8849332.8","0.7861947369590015","2.64"
"Eiko Lifesciences Ltd","2024-07-05","ARITRO ASHISH ROY","Bulk","sell","107415","5478165","1.1194201375954524","51"
"Diksha Greens Ltd","2024-07-05","HI GROWTH CORPORATE SERVICES PVT LTD","Bulk","buy","38000","145160","0.38511080549978766","3.82"
"Cigniti Technologies Ltd","2024-07-05","COFORGE LIMITED","Bulk","buy","4618199","6458551301.5","16.943192378871025","1398.5"
"Avance Technologies Ltd","2024-07-05","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","sell","8171737","8662041.22","0.8488837150162117","1.06"
"Avance Technologies Ltd","2024-07-05","SETU SECURITIES PVT. LTD.","Bulk","buy","23499000","23499000","2.4410866893006906","1"
"Amraworld Agrico Ltd","2024-07-05","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","982128","1276766.4000000001","0.8163990024937656","1.3"
"VMS Industries Ltd","2024-07-05","QMIN INDUSTRIES LIMITED","Bulk","sell","271189","11899773.32","1.536137859672586","43.88"
"UTL Industries Ltd","2024-07-05","DHERARAM MADHULAL","Bulk","buy","200000","940000","0.6068881808526779","4.7"
"Tirupati Tyres Ltd","2024-07-05","INTEX COMMOSALES LLP","Bulk","sell","418456","9423629.12","1.7119315973571707","22.52"
"Tirupati Tyres Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","475000","10701750","1.9432568985619898","22.53"
"Tirupati Tyres Ltd","2024-07-05","NIKHILESH TRADERS LLP .","Bulk","sell","477000","10746810","1.9514390328717246","22.53"
"Transpact Enterprises Ltd","2024-07-05","ISHANN  MITTAL","Bulk","buy","2000","614000","0.5171566726139684","307"
"Sirohia & Sons Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","30000","426000","0.2925375998577098","14.2"
"Sirohia & Sons Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","60000","852000","0.5850751997154195","14.2"
"Rudra Ecovation Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","623957","45480225.73","0.7234284057971014","72.89"
"Panjon Ltd","2024-07-05","MONOTYPE INDIA LIMITED","Bulk","sell","100000","2340000","0.6452154051630137","23.4"
"Ontic Finserve Ltd","2024-07-05","NOBLE POLYMERS LIMITED  NOBLE","Bulk","sell","583974","350384.39999999997","6.4883837205426484","0.6"
"Khoobsurat Ltd","2024-07-05","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","5000000","6600000","2.9375939343855415","1.32"
"Johnson Pharmacare Ltd","2024-07-05","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","5495207","6594248.399999999","0.9991285454545454","1.2"
"Cigniti Technologies Ltd","2024-07-05","COFORGE LIMITED","Block","buy","1377348","1926221178","5.05319760726059","1398.5"
"Cigniti Technologies Ltd","2024-07-05","SAPNA P","Block","sell","1377348","1926221178","5.05319760726059","1398.5"
"Balu Forge Industries Ltd","2024-07-05","JAIKARAN JASPALSINGH CHANDOCK","Insider - Director","buy","1175000","215730000","1.4274453347356881","183.6"
"Ahmedabad Steel Craft Ltd","2024-07-05","Sunil Dutt Pandey","Insider - Promoter & Director","buy","340719","18398826","8.326466275659824","54"
"Visaman Global Sales Ltd","2024-07-04","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","90000","3658500","1.2857142857142858","40.65"
"Visaman Global Sales Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","78000","3170700","1.1142857142857143","40.65"
"Visaman Global Sales Ltd","2024-07-04","SHRENI SHARES PVT","Bulk","sell","24000","975600","0.34285714285714286","40.65"
"Visaman Global Sales Ltd","2024-07-04","SHRENI SHARES PVT","Bulk","buy","72000","2960640","1.0285714285714285","41.12"
"Visaman Global Sales Ltd","2024-07-04","AMRUTLAL GORDHANDAS THOBHANI","Bulk","buy","159000","6463350","2.2714285714285714","40.65"
"VETO Switch Gears And Cables Ltd","2024-07-04","HRTI PRIVATE LIMITED","Bulk","sell","92943","13019455.440000001","0.4862307088673816","140.08"
"VETO Switch Gears And Cables Ltd","2024-07-04","HRTI PRIVATE LIMITED","Bulk","buy","113817","15956005.23","0.59543290609469","140.19"
"Uma Converter Ltd","2024-07-04","SMC GLOBAL SECURITIES LIMITED","Bulk","sell","128000","4094720","0.631341592004769","31.99"
"Uma Converter Ltd","2024-07-04","SMC GLOBAL SECURITIES LIMITED","Bulk","buy","28000","874440","0.1381059732510432","31.23"
"Trucap Finance Ltd","2024-07-04","IND SWIFT LABORATORIES LIMITED","Bulk","sell","1419212","68789205.64","1.221198182853194","48.47"
"Skipper Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","662431","259792189.58","0.6301977120344936","392.18"
"Setco Automotive Ltd","2024-07-04","SHUBHAM FINANCIAL SERVICES","Bulk","buy","819686","12164140.24","0.6127702010824396","14.84"
"Sakuma Exports Ltd","2024-07-04","MATHISYS ADVISORS LLP","Bulk","sell","1976999","64272237.489999995","0.8395066968441692","32.51"
"Sakuma Exports Ltd","2024-07-04","SHUBHAM ASHOKBHAI PATEL","Bulk","sell","11605614","373584714.65999997","4.928171776509976","32.19"
"Sakuma Exports Ltd","2024-07-04","HRTI PRIVATE LIMITED","Bulk","sell","7151826","232219790.22","3.0369291141089336","32.47"
"Sakuma Exports Ltd","2024-07-04","SHUBHAM ASHOKBHAI PATEL","Bulk","buy","11270913","361683598.17","4.786045386491346","32.09"
"Rashi Peripherals Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","595936","234733231.04","1.4262332079501414","393.89"
"Rachana Infrastructure Ltd","2024-07-04","CHANDAN  CHAURASIYA","Bulk","sell","139700","12321540","0.750873421123354","88.2"
"Nelco Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","239387","204323986.10999998","1.049139516443131","853.53"
"NBCC (India) Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","9180353","1658522572.98","0.5100196111111112","180.66"
"Narmada Agrobase Ltd","2024-07-04","KETAN KESHAVJI SHAH","Bulk","sell","99897","2400524.91","0.7373172095890429","24.03"
"Moxsh Overseas Educon Ltd","2024-07-04","AMRITA JAIN","Bulk","buy","17600","3041280","0.7854337736522671","172.8"
"Kshitij Polyline Ltd","2024-07-04","SANKET JAIN","Bulk","sell","300000","2394000","0.5922728529961011","7.98"
"Kingfa Science and Technology (India) Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","69288","188809107.11999997","0.5721334637880425","2724.99"
"Godha Cabcon & Insulation Ltd","2024-07-04","CAMELLIA TRADEX PRIVATE LIMITED","Bulk","sell","10000000","10600000","3.9155494298960036","1.06"
"Godha Cabcon & Insulation Ltd","2024-07-04","SWETABEN HARDIK SHAH","Bulk","buy","5083257","5388252.42","1.9903744048364869","1.06"
"Globe Textiles (India) Ltd","2024-07-04","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","Bulk","sell","298168","1052533.04","0.16193240066736048","3.53"
"Ge Power India Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","533247","239134617.15","0.7931980663083399","448.45"
"Garden Reach Shipbuilders & Engineers Ltd","2024-07-04","HRTI PRIVATE LIMITED","Bulk","buy","611839","1574720626.25","0.5341146378937076","2573.75"
"Durlax Top Surface Ltd","2024-07-04","EVERMORE SHARE BROKING PRIVATE LIMITED","Bulk","sell","180000","15645600","1.4432096983691731","86.92"
"Durlax Top Surface Ltd","2024-07-04","BLUESKY INFRA DEVELOPERS PRIVATE LIMITED","Bulk","sell","236000","20095400","1.892208271195138","85.15"
"Diensten Tech Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","51600","13624980","0.8525197079095655","264.05"
"Castrol India Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","5107122","1269783742.86","0.5163286245071974","248.63"
"Bhagyanagar India Ltd","2024-07-04","RAMESH CHANDRA NAWAL","Bulk","sell","205552","25915996.16","0.6424503828723238","126.08"
"Aakash Exploration Services Ltd","2024-07-04","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","sell","518118","8388330.420000001","0.5117214814814814","16.19"
"Aakash Exploration Services Ltd","2024-07-04","MANSI SHARE AND STOCK ADVISORS PVT LTD","Bulk","buy","572084","8878743.68","0.5650212345679012","15.52"
"Visagar Financial Services Ltd","2024-07-04","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","buy","2941826","3088917.3000000003","0.5038097945594915","1.05"
"Visagar Financial Services Ltd","2024-07-04","SAHASTRAA ADVISORS PRIVATE LIMITED","Bulk","sell","5808926","6389818.600000001","0.9948222004534899","1.1"
"Transglobe Foods Ltd","2024-07-04","ADITITIWARI","Bulk","sell","794","115130","0.08151155688100237","145"
"Transglobe Foods Ltd","2024-07-04","KETAN RASHIKLAL DOSHI","Bulk","buy","825","119616.75000000001","0.08469399801867375","144.99"
"Sonal Adhesives Ltd","2024-07-04","XTENDED BUSINESS REPORTING LIMITED","Bulk","sell","2","176","0.00003299785513941594","88"
"Suncare Traders Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","1011540","1921926","0.6009267510247729","1.9"
"Suncare Traders Ltd","2024-07-04","JAI VINAYAK SECURITIES","Bulk","buy","1193422","2279436.02","0.7089776035169014","1.91"
"Suncare Traders Ltd","2024-07-04","JAI VINAYAK SECURITIES","Bulk","sell","1343422","2659975.56","0.7980882789758215","1.98"
"Saptak Chem and Business Ltd","2024-07-04","GIRIDHAR GUPTA SOMISETTY","Bulk","sell","55000","162800","0.5124730346006885","2.96"
"Sai Swami Metals and Alloys Ltd","2024-07-04","SOMANI VENTURES AND INNOVATIONS LIMITED","Bulk","sell","60000","3460200",,"57.67"
"Restaurant Brands Asia Ltd","2024-07-04","HDFC MUTUAL FUND","Bulk","buy","4550000","502593000","0.920020218040788","110.46"
"Omni AX's Software Ltd","2024-07-04","SUNIL  MISHRA","Bulk","sell","60001","229203.81999999998","0.34847833662446276","3.82"
"Olympia Industries Ltd","2024-07-04","PREETI SAGAR","Bulk","sell","14724","1065575.8800000001","0.24443975914615418","72.37"
"Olympia Industries Ltd","2024-07-04","PREETI SAGAR","Bulk","buy","37442","2731768.32","0.6215915146665516","72.96"
"Olympia Industries Ltd","2024-07-04","MEENAKSHI KANOONGO","Bulk","sell","146517","10893538.95","2.432394742652613","74.35"
"Modern Engineering and Projects Ltd","2024-07-04","MOHIT VINODKUMAR AGRAWAL","Bulk","sell","22718","3572405.5","0.735210355987055","157.25"
"Modern Engineering and Projects Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","35862","5969229.899999999","1.1605825242718446","166.45"
"Johnson Pharmacare Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","38463","44232.45","0.006993272727272727","1.15"
"Ishaan Infrastructures and Shelters Ltd","2024-07-04","KOSIMAYANP","Bulk","buy","50001","436008.72000000003","0.7722639236400705","8.72"
"IGC Industries Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","buy","19000","695970","0.8482142857142857","36.63"
"Indo Cotspin Ltd","2024-07-04","2BROTHERS TEXTILES PRIVATE LIMITED","Bulk","sell","45560","3647989.1999999997","1.084632781811689","80.07"
"HIM Teknoforge Ltd","2024-07-04","F3 ADVISORS PRIVATE LIMITED","Bulk","sell","15008","3039120","0.19079544206368257","202.5"
"Goyal Associates Ltd","2024-07-04","VANDANATIWARI","Bulk","buy","359989","716378.11","0.7669539280958722","1.99"
"GEM Enviro Management Ltd","2024-07-04","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","buy","4800","961680","0.045599635202918376","200.35"
"GEM Enviro Management Ltd","2024-07-04","GREEN PEAKS ENTERPRISES LLP","Bulk","buy","12800","2564480","0.12159902720778233","200.35"
"GEM Enviro Management Ltd","2024-07-04","GLOBALWORTH SECURITIES LIMITED","Bulk","sell","118400","23721440","1.1247910016719866","200.35"
"GEM Enviro Management Ltd","2024-07-04","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","Bulk","sell","280000","56098000","2.6599787201702387","200.35"
"Gagan Gases Ltd","2024-07-04","JATESH  JAIN","Bulk","sell","16630","485762.3","0.3680424919774261","29.21"
"Bajaj Healthcare Ltd","2024-07-04","MAA SHARDA DISTRIBUTORS PRIVATE LIMITED","Bulk","sell","145189","47835419.830000006","0.5260775987013739","329.47"
"Amraworld Agrico Ltd","2024-07-04","JAI VINAYAK SECURITIES","Bulk","sell","675181","1006019.69","0.5612477140482128","1.49"
"Amraworld Agrico Ltd","2024-07-04","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","Bulk","sell","1107670","1595044.8","0.9207564422277639","1.44"
"Magnum Ventures Ltd","2024-07-04","Abhay Jain","Insider - Promoter Group","buy","1881250","47031250","4.264607075610033","25"
"Godrej Consumer Products Ltd","2024-07-04","HNG FAMILY TRUST","Block","sell","1000000","1367050000","0.09778083290296241","1367.05"
"Mahindra and Mahindra Ltd","2024-07-04","Mahindra & Mahindra EmployeesÆ Stock Option Trust","Insider - Trust","sell","23888","113210","0.002142852455175174","4.739199598124581"
"Nelco Ltd","2024-07-04","QE SECURITIES LLP","Bulk","sell","133936","115231837.60000001","0.5869890607022402","860.35"
"Nelco Ltd","2024-07-04","QE SECURITIES LLP","Bulk","buy","131579","113446098.01","0.5766592523155841","862.19"
"Moxsh Overseas Educon Ltd","2024-07-04","AMRITA JAIN","Bulk","sell","6400","1105920","0.28561228132809713","172.8"
"Kshitij Polyline Ltd","2024-07-04","YMD FINANCIAL CONSULTANCY PRIVATE LIMITED","Bulk","buy","108634","866899.3200000001","0.2144698970412615","7.98"
"Kay Cee Energy & Infra Ltd","2024-07-04","EPITOME TRADING AND INVESTMENTS","Bulk","sell","36000","13181400","0.4645161290322581","366.15"
"Inox Wind Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","7199190","1140711655.5","2.208689436628049","158.45"
"Hilton Metal Forging Ltd","2024-07-04","RAJ RATAN COMMODITIES PRIVATE LIMITED","Bulk","sell","112218","9318582.72","0.5343714285714286","83.04"
"Hilton Metal Forging Ltd","2024-07-04","RAJ RATAN COMMODITIES PRIVATE LIMITED","Bulk","buy","112218","9360103.379999999","0.5343714285714286","83.41"
"Greaves Cotton Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1778718","282264759.42","0.7678518669315259","158.69"
"Godha Cabcon & Insulation Ltd","2024-07-04","TOPGAIN FINANCE PRIVATE LIMITED","Bulk","sell","15000000","15900000","5.8733241448440054","1.06"
"Godha Cabcon & Insulation Ltd","2024-07-04","MANJU  YADAV","Bulk","buy","9000000","9540000","3.5239944869064033","1.06"
"G M Breweries Ltd","2024-07-04","AAKRAYA RESEARCH LLP","Bulk","sell","116376","104165830.08","0.5093727612548254","895.08"
"G M Breweries Ltd","2024-07-04","AAKRAYA RESEARCH LLP","Bulk","buy","116376","104125098.48","0.5093727612548254","894.73"
"VETO Switch Gears And Cables Ltd","2024-07-04","QE SECURITIES LLP","Bulk","buy","121039","17127018.5","0.6332147528119279","141.5"
"Sylvan Plyboard (India) Ltd","2024-07-04","VISHAL BIPINKUMAR DOSHI","Bulk","buy","100000","7034999.999999999","0.7171264827889824","70.35"
"Sunflag Iron and Steel Co Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","sell","1259582","325186284.94","0.6989156908304369","258.17"
"Flexituff Ventures International Ltd","2024-07-04","TPG GROWTH II SF PTE LTD","Bulk","sell","1227273","37640462.910000004","4.565271199740087","30.67"
"Durlax Top Surface Ltd","2024-07-04","BALGOPAL COMMERCIAL LIMITED","Bulk","sell","136000","11621200","1.0904251054344862","85.45"
"Durlax Top Surface Ltd","2024-07-04","GLOBALWORTH SECURITIES LIMITED","Bulk","sell","318000","27987180","2.5496704671188724","88.01"
"Davangere Sugar Company Ltd","2024-07-04","ELUHIM LIMITED","Bulk","sell","5000000","49500000","0.5317138713832903","9.9"
"CMM Infraprojects Ltd","2024-07-04","SOUTH GUJARAT SHARES & SHARE BROKERS LIMITED","Bulk","sell","204000","448800.00000000006",,"2.2"
"Bhagyanagar India Ltd","2024-07-04","RAMESH CHANDRA NAWAL","Bulk","buy","205552","25601501.599999998","0.6424503828723238","124.55"
"Bajaj Healthcare Ltd","2024-07-04","MAA SHARDA DISTRIBUTORS PRIVATE LIMITED","Bulk","sell","165000","54680999.99999999","0.5978607455504666","331.4"
"Ameya Precision Engineers Ltd","2024-07-04","PRADEEPTA KUMAR SETHY","Bulk","sell","40000","5017600","0.5333333333333333","125.44"
"AGI Greenpac Ltd","2024-07-04","GRAVITON RESEARCH CAPITAL LLP","Bulk","buy","421545","358852827.59999996","0.6515642418353843","851.28"
"Aakash Exploration Services Ltd","2024-07-04","NK SECURITIES RESEARCH PRIVATE LIMITED","Bulk","sell","615264","9942666.24","0.6076681481481482","16.16"
"Panjon Ltd","2024-07-04","MEENAXI KISHORE BHATIA","Bulk","buy","93337","1968477.33","0.6022247027170021","21.09"
"Ontic Finserve Ltd","2024-07-04","NOBLE POLYMERS LIMITED  NOBLE","Bulk","buy","583974","397102.32","6.4883837205426484","0.68"
